tweets,label
so pq ia pegar um açai começou a chover :(,0
tchau bebe :( sdds https://t.co/dBeqD1LcqE,0
@mariacjuliani fica bem bb :(,0
Lua nova :( https://t.co/RYDPcQ75vZ,0
Menos eu :( ele é MT novo pra mim por que senhorrrr :( https://t.co/ZR7b86bIRZ,0
@nunmiguell Mas eu não quero que acabe :( Novas séries são sempre bem recebidas,0
quero minhas meninas de volta :(,0
"Onde aperta pra voltar? :(
#QueroMaisFérias #QueroMaisRecife @ Praia… https://t.co/HPdo9kUNp8",0
nossa tá reprisando senhora do destino que saudade :(,0
@beatriznbss :( aaaaaa não fica assim bb agnt te ama ❤,0
"@OfficialMrX Cada notificação do Twitter um susto diferente, nada do follow do mozao :(",0
@rhaissagusmao Ta foda :(,0
@andrepase Poxa :(,0
Pasaos no? :( https://t.co/zA5OR9H9Jv,0
carolina dieckmann tão linda :(,0
@adiosmatheus hahahahahha :( melhor filme! &lt;3,0
Tou bué fodida por tudo inclusive o facto de amanhã me acabarem as férias :(,0
@GiftedADC @WD_Dawn @SupraLuxLove @vcmsilva ela já está a procura de outro :(,0
o velório dele :(,0
@sadtheofinch TRISTE :( Fiz isso ontem,0
tava msm :( ai que sdd desse papel de parede https://t.co/ZhhGqHQ7JZ,0
Meu pai não para de chorar :(,0
"Perdi o jogo da vida :(
Mas ganhei da Mands no drink u.u",0
Caraí sumiu todo mundo :(,0
@alvarinhas003 A mim nao mandas nada :(,0
To com ciúmes :(,0
@ElizaFenix É difícil mesmo :(,0
"@4everwearetroxa @fightingastro @BTS_twt Não meu amor, eu to falando o link da página pra ajudar o astro, ele não carrega :(",0
o louis com o ed sheeran é tão larry :-(,0
@stilestorn EU JÁ TAVA MORRENDO sdd do show de 2014 :(,0
"Má lavei o cabelo ouvindo Love By Grace com a água saindo azul :( 
Nunca tinha pintando com tonalizante.",0
É feio :( https://t.co/I4DBflE5wM,0
"viajaram no tibia nanana nunca mais quero joga essa merda, nem jogo mesmo :(",0
@AsFuckGaby Queria tanto estar aí com você :( desculpa eu não ter ido,0
"@allyourdreams_ Vi não, deixa jg open da ruim :(",0
parece um anjo :( https://t.co/ruZRsvT5eH,0
E não é que eu já estou com muitas saudades dá Tatiane :(,0
queria um cafezinho gelado agora :( sera que é pedir muito,0
"@LimAmaiy @ShopMissMoon @mwnhyukie Tenta umas lentes com formato de flores, são tão bonitas :(
Que ce acha miss Moon?",0
@odeiofigadoo e me deixa falando sozinha :(,0
eu sou apaixonada por cada detalhe dele :( https://t.co/mRgJPhG0w0,0
sdds do amor da minha vida  :-( https://t.co/syBrnmY8Jq,0
@starsdnec @discvring @sgnficnt @bloodscaper Amo-te lindona :(,0
"Aff agr q comecei a arrumar aqui, nao quero mais parar :(",0
Chega essa hr o frio volta :(,0
@idcadsx Era apenas para rimar com o oleee :(,0
naju e fernando sao os piores amigos do mundo :(,0
A @UnaMonstra não gosta do meu umbigo :( #Chateado,0
"Amanhã vou ficar sozinha em casa,pqp :(",0
"aaaaa dongmin, você é tão fofinho :( eu só queria apertar suas bochechinhas e te encher de elogios, dizer o quão pr… https://t.co/YLIIionVtt",0
eu tava no dia do disband mas foi o mais próximo que eu cheguei delas ent não muito :( #BTSBBMAs https://t.co/y6qQsqndnv,0
"eu amo o meu projeto de tcc, mas num guento mais olhar pra isso genti :(",0
@becsamorim o meu ainda n ta indo :(,0
O Calhau abandonou-me hoje :(,0
@heartsmilers tô bloqueada :( https://t.co/bH5JzYUa0T,0
@Zeeepth sim eu fiquei muito triste pela jessica :(,0
saudade do yeol :(,0
@ana_malacarne Precisava gritar poxa? :( kk,0
nossa pelas prévias essa nova malhação vai ser um lixo total :(,0
@pegecoelho não creio :(,0
Vou sentir falta dos feriados d abril :(,0
"praq me dar ddos, nunca fiz nada pra ninguem :(",0
@the_eduardo eu odeio d+ mas não tenho muita opção :(,0
"@amorimvivian_ 
 será que mavi ainda existe? 
Não vimos nada de vcs :( #abrepragente",0
"@paam_vieira foda demais, né? :(",0
@ProjetoooHelp @justinbieber naaao pfvr :( #BieberBBMAs,0
ja estou ficando louca de saudade da minha menina :(,0
@luansantana saudades amor :(,0
gente meu pai adotou um gato e eu n consigo gostar de gato :(,0
"@cruzcredodani eu acho que minha dor de cabeça vem de mal jeito nas costas, tomei um dorflex e começou a diminuir, sei lá :(",0
"Longe da namorada, família, amigos :(",0
Ele foi embora ja :(,0
Tou tão gordi gordinha :(,0
"@thgbruno não deu. Ficou terrível, foi direto pro lixo :(",0
passei a tarde toda ocupada e nem votei :(,0
Que saudade do meu amigo Deus :( pjl,0
@Bruno_bifana já vi :(,0
"UH se eu for pro RJ vou ficar uns 4 dias, queria ficar mais :( but ok",0
meu cabelo ta tao bonitinho com os cachos definidos se nao fosse essa franja fudida ficaria lindo :(,0
Tenho saudades dos momentos que a gente passava juntas :-( ..,0
@amandalucianac1 Eu não sei se fico feliz que não esteja sozinha ou se fico triste por mais gente passar por isso :(,0
Eu nao quero imaginar o louis chorando ouvindo Supermarket Flowers. :(,0
@ProjetoooHelp @justinbieber gente olha :(,0
@MarrentaMarins Eu tbm :(,0
"A minha garganta está tão inflamada, pqp :(",0
@silfer_ana Af queria estar com a tia :(,0
"@pornIarrys KKKKKKKKK SOCORRO MULHER,,,, eu também :(",0
@Rapazmistriosoo ainda n me respondeste ao sms :(,0
"@itsowlfia É a tensão, pq falta menos de um mês pra prova :(",0
Tá bom :(,0
Tô MT na bad :(,0
@gabicarvalho66 eu não sou grossa :(,0
@enggtx @crlhhx @Amanda_Narnia fala isso não :(,0
Poucos vão tar lá quando você mais precisar :(,0
como apresentar trabalho sendo tímido d+? :(,0
"caramba amanhã faço 2 anos com a pessoa mais bochechuda do mundo, tô tão feliz, saudades inclusive :(",0
"e me dá block ainda :(
Você está impedido seguir @PatoCorporation e ver os Tweets de @PatoCorporation. Saiba mais",0
"@marianamm0_ @GIRLposts Então , se tu não sabes de nada, eu continuo a precisar daquilo tudo :(",0
@2anami Tava :( Sdds disso tb hahaha,0
@gomeslui_ até nisso tamu junto! ! :(,0
Queria tanto um pacote de trakinas :(,0
EU AMO TANTO ELE :( https://t.co/BsVtxekAFs,0
"@gigapuudding não são não, eu me identifico com eles :(",0
"@donalilian Ishi, passou mal ontem? :( 
Come batata cozida, maçã, banana, sopa de legumes ou carne bem cozida, cois… https://t.co/pxFd1i4dNA",0
"Parece que vou ter que ir no médico, estou mt mal :(",0
@GuiadasApostas Pq tu não posta antes? :(,0
alguém por favor me dá? :( https://t.co/exWQkqB68t,0
Viviane Senna perdeu uma ótima oportunidade de ficar calada :( https://t.co/aAzwv8Dqc5,0
O tédio :(,0
a foto :( https://t.co/P7RVqEpF2V,0
Quero bater nas pessoas que estão a fazer isto :( https://t.co/J2YH1oqs3o,0
@ArrobaPotter Me ensina a jogar de fizz? :(,0
@JozihNn HAISUDH Não vou deixar ainda!! É só ele colaborar tbm :(,0
tava tão linda em 2015 :( https://t.co/UV3uzwgSJ1,0
Qdm estar com ela e o meu primo preciso tanto deles :-(,0
@mctatizaqui eu preciso muito falar com você! :(,0
@FelipeDasQuebra nao to com nenhuma vontade hj :(,0
@brenomilgrau E eu também sou grata por tudo que ela foi comigo!! Obrigada :-(,0
Parece tão errado quando vou embora do Matheus :(,0
@dudascarpita nossa pra q isso duda :(,0
@gabibianco Acordei zoada e passei o dia ruim. Fui melhorar só hoje depois do almoço. :(,0
imagina o louis chorando ouvindo supermarket flowers :(,0
@_Reenan98 :( tb te amo! ❤️,0
@LucolinhasW acho que esse ainda eh outro :(,0
"@niellyrobertp c razão, tem nada aqui mais :(",0
"@PRAYTRETA foi, eu lembro :(",0
@wtvxxx Eu mando :-(,0
Me da pena quitarmelas :(,0
Cansado demais pra suportar uma semana inteira de integral :(,0
queria sushi :(,0
"É muito ruim saber que hoje é aniversário de alguém, mas esse alguém não estar presente :(",0
"@just_kpopper @BTS_twt ooi, tem qe ativar a localização, senão não conta :(",0
Exatamente :( https://t.co/a4T7VJ7vbY,0
"@evvamohn eu sou apaixonada por ballet, de vdd, eu fazia com 12 anos mas parei :( ahh me mostra uma foto",0
Eu sou tão estúpido :(,0
"@rainbowshinier @purpolarry Exato, briga só veio depois da pausa :( por isso eu queria e não queria a pausa eu sabi… https://t.co/784ex2EAXQ",0
Se me termino la novela :(,0
@agathisss mas é sério acho que ele vai sair mesmo :( temos que aceitar,0
Eu não posso ver um amigo meu mal que já quero cuidar :(,0
@prscllasouz amiga tenho n :( to começando a ver html agora,0
eu te amo demais :( https://t.co/s9AN1lSRwm,0
"@cerfasdust deixa eh a que me fez pensar """"fofa e sem graça kxakdbaiam marceline me abraça taaaanto :(",0
@lactovacillo pensei q fosse o do nosso amor :(,0
Aqui eh mais cedo e tá mais gelado :( https://t.co/8ZYxHETti3,0
@rafaelakls @madufw não tem graça e é muito superficial :(,0
Parabéns meu xuxu de caramelo com bolinho e cobertura de chocolatw :( eu te amo #YoungAndRichBamBamDay,0
@282TY te amo muitão marido :(,0
@Uhtaldowyllis Ah sim :( de certo modo sim,0
@familykatycat KKKKKKKK eu só usava tudo colorido e uma franjinha :(,0
@SCHENAA Ah bom :( pobrezinha! ❤️,0
"@iambotica fds, eu a pensar que ia ter uma vida calma :(",0
"Ahhhhh eu não aguento mais morar no interior, amo São Paulo :(",0
Enquanto isso eu luto para fazer um delineador d gatinho :( https://t.co/MYQBWu9MRl,0
Ai eu já tô com sdd da Thaina e da Paolla :( &lt;/3,0
@reasontosky eu vejo isso :( e me deixa triste d+,0
Queria morar na ocidental :(,0
@psic0bel__ Diferença d gatinhos p humanos :(,0
"meu neném, te amo tanto :( https://t.co/Mid3EYK5yz",0
meu corpo todo dói aaaaaa :(,0
já to com saudades dessa vacaaaa ! :(,0
Infelizmente eu perdi meu antigo Twitter :( TT https://t.co/EGJXmQfIKR,0
@hotncoldinah eu to sem snap miga :( é o que?,0
ja ta começando a esfriar :(,0
"liga pra mim, entao :(",0
@umreIicario o q nos fizemos de mal pra merecer esse castigo? :(,0
@gabe_cavalcanti meu deus eu to ficano com medo :( MAS VAMO SE ABRACA MT E CHORA TBM EU ACHO DEPENDE DO Q ROLAR COM ELA TADINHA,0
odeio tanto essa dor de cabeça :(,0
"@heitoooooooor aham, correndo atrás de carro descontrolado, legal pra caramba :( podia ser marca de amor.",0
@ForeverPlayerG Q pena Cláudio :(,0
preciso de nite :(,0
tenho prova amanhã :(,0
@CrisMiguelAlves Tu sabes logo que sou eu :(,0
Tenho saudades tuas :( https://t.co/P9TpLqFKaU,0
Eu te amo Ra :( — eu tambem poxa :( https://t.co/3yzxBprgzG,0
"#JustinBBMAs pelo meu amorzinho, mesmo me sentindo culpada por deixar meu bts de lado nessa votação :(",0
fui embora hoje e ja to com saudade da minha cachorrinha :( ela eh preciosa demais,0
@Isaahguuimaraes as duas q eu tô falando tão em outra cidade :(,0
"passa mal, mas passo na serie de grupos :(",0
"@ledpineapple COM CERTEZA! Eu acho que ela escolheu uma das músicas mais fracas daquele mini, superwoman tão melhor :(",0
@_isabelinda :( kkkkkkkkkkkkkkk os k são lágrimas,0
@marianasimoess Eu começo inglês :(,0
@ProjetoooHelp @justinbieber Ajuda a bts :(,0
Sentir saudade é tão ruimm :(,0
@jdoriajr Não se envolva com isso não @jdoriajr ... isso pode te sujar. :(,0
"Minha namorada me abandonou hoje, feriadão, vacilo :(
Eu queria treta kkkk",0
"Oq aconteceu hoje foi uma falha minha.
Im sorry :(",0
@buscareiluan colocar no potinho :(,0
@Pudimon Sim fiquei triste :(,0
/ronrona awn :( https://t.co/6Hzp3oWPfd,0
Falei pra ele não vir esperando que ele surgisse na minha porta :(,0
to indo embora :(,0
"@BTS_BR @BTS_twt Infelizmente meu celular n tem espaço pra Spotify :( 

I am voting for @BTS_twt for TOP SOCIAL ARTIST #BTSBBMAs",0
rafael fofinho af :(,0
Melhor acabou de ir embora :(,0
Eu sou uma péssima pessoa :( I am voting for BTS for TOP SOCIAL ARTIST at the #BBMAs. RT to vote! #BTSBBMAs,0
"Nn vai dar pra mim ir no cine , esqueci que tenho que cuidar dá Giulia :(",0
@lmjrocky eu falei que vc não ia tirar a foto :(,0
@clickfilmes Um só e ele está atacado de todas as alergias que tu possa imaginar. :(,0
"estou correndo contra o tempo para concluir prison break, pq vão tirar da netflix :(",0
@_quillherme Obrigada.Mas nem queria ir :(,0
Que ano é hoje gente plmds :( https://t.co/KOGdJooOT4,0
@bomdiapah E eu vou perder pq é no mesmo horário do Five finger death punch :(,0
"@LuarInesQcivel @followtrickhp Claroo ❤️❤️
Nao tenho mais :(",0
@veronicaluizon tão real :(,0
@mariajulialp po sem telefone :( mas acho q vou arrumar um por esses dias,0
bora chorar com depressão pós dorama!!!... :( :( https://t.co/9tbJHWauII,0
@buckyburners eu tô muito triste :(,0
"@EuSouOGabe Migo eu não tô em SP :( Pera, vou te chamar na dm",0
Pq as pessoas me deixam no vácuo? Poxa eu sou tão legal :(,0
@_luizarm Vamos abrir esses carai :(,0
@louisdefensivo não :( e vc?,0
@breniston eu odeio esse ep o luke é mto babacão :( eu só consigo ficar meu deus meu filho vc ta fazendo tudo erradoooooo,0
Tou quase a chorar :-(,0
Saudades Abril... :( https://t.co/qpWGtbt6jk,0
@anarita__30 Não não disseste :(,0
@leonor1717 Quem me dera :(,0
@buscareiluan ai vamo chorar juntas :(,0
eu queria botar a sula num potinho :( VIVA A DIFERENÇA EM 7 DIAS,0
"@grwzi n dá, a merda do buraco já fechou :(",0
bar :-( : 327ca083-57bc-4e1e-8115-c009d229611e,0
@tikkjkj vai ser o jeito prender :(,0
Logan parte meu coração todas as vezes :(,0
@bydevonnew te amo! muitas saudades :(,0
"Gente, eu tô namorando uma blusa já tem um mês, alguém pelo amor de Deus me dá ela de presente? PF MEU NIVER TA CHEGANDO :(",0
"dormi chorando, e sonhei com ele :(",0
"@skinnerbx92 esse rolé nunca saí, que bosta hein... :( Para completar JM quebrou a tela do meu celular, acredita?!",0
@biaponcio coitada da bárbara :(,0
@sofia_devezas :( manda dm,0
O fim de uma era está próximo :(,0
Mt tempo que não fico assim :(,0
alle foi embora :(,0
meu anjo :-(,0
"@ledpineapple Sim! :( Eles tão tentando, colocaram ela naquele programa das unnies, que é bem legal por sinal, pra… https://t.co/YDufJN6iA8",0
@dehpolachini eu não pensei em tirar uma mais próxima haushaus mas é o arco da luz ali do lado direito :(,0
@NathaliaOlimpio @BTS_twt Ain :( não sabia,0
"@daniellabp10 olha, a gente serve pra destruir o planeta, viu? Infelizmente. :(",0
Vai ficar pra amanhã :( #senhoradodestino,0
@francabarbaraa eu mesma :( ficar sem vcs na telinha vai ser horrível aaaaa NandaGrávida,0
"@engel_slytherin @ZatannaMurdock sim, são poucos lugares ai quando estamos muito ansiosas temos q ver dublado :(",0
a serio to muito triste por causa do meu celular :(,0
@flaviiane_m perdi ele aquele dia do aniver da maza :(,0
que saudades de uma certa pessoa :(,0
"eu amo meus narry , saudades de ver meus amores juntos se divertindo :(",0
@KessyPleini também :(,0
@quietcabellos @camilasteal ela abandonou todo mundo :(,0
@JORXTIN :( ai socorro,0
"Meeu último vídeo deu muito mais trabalho pra fazer e ficou uma qualidade melhor ainda que o anterior, e só teve metade das visualizações :(",0
@httpxcamz infelizmente :(,0
@proudniki você não nos segue :( não da pra colocar,0
@sofsoul_ sofia :(,0
vocês ficam usando o fuso da coreia e eu fico toda confusa :( I am voting for BTS for TOP SOCIAL ARTIST at the #BBMAs. RT to vote! #BTSBBMAs,0
@AuvrayChris ah :( tá tudo bem corrido aqui também,0
@Enlasnubescity Que cosha?:(,0
E o feriado ? seu foi :(,0
eu só queria um user pra ele :(,0
@Carllito eu não to :(,0
Esse feriado resolvi ficar gripada :(,0
"-Vontade de sentar no colo de Deus e dizer :  deixa eu aqui com vc Pai, lá na terra tá doendo muito!  :(",0
@michereff eu tô gripando :(,0
eu so queria mais uma temporada de suits rápido :(,0
quero tanto mudar meu voo :(,0
@isaabellooo mas ja não sou eu? :(,0
Amanhã é dia de voltar à rotina :(,0
Não estou mesmo numa boa fase da minha vida :(,0
"Mais chora menos mija,anda bebe — Desculpa, mas não fiques sad :(  https://t.co/owaUKn898h",0
"@moonscaminah Que isso!! Sua vida tem que dar uma melhorada, você tá tão mal :(",0
@stelasene olha eu :(,0
eu nao quero ir na aula amanha &gt;:(,0
Minha cabeça tá doendo dms :(,0
Tanta coisa acontecendo e vc sem poder ajudar :(,0
Meu nenê foi embora :(,0
@corninhalidia Aaaaaa não te dou brownnie também :(,0
talvez voce seja a pessoa certa na hora errada :(,0
@rodsgo desconfio que eu tb :(,0
@ValescaOficial quando vc vai me seguir? :(,0
eu quero ter 2000 seguidores :(,0
@favsjusmila para com isso :(,0
aaaaaa não chega :( https://t.co/x0MLgdsM2V,0
@ZAMENZA sim :( tomara que essa nova melhore,0
"Que carente que estou, oh :(",0
Aww yura :(,0
@marialmeidam_ queria ser :(,0
@juzao Subir vídeo no IG também não está rolando :(,0
"@BRKsSapeca Eu tô na mesma, atualizei e nada :(",0
aliás saudade da Helen :(,0
"@mostelengant Eu tinha várias no mundo cel, mas fui roubada :(, aí só tem essa que recente que eu tirei https://t.co/riMcefZ7cy",0
Gostei de um vídeo do @YouTube https://t.co/6IFIgYMUod SMOKING DRONE ! Crash Landing :(,0
Amanhã tenho apresentação de trabalho :(,0
só tem miojo de carne e eu ODEIO miojo de carne! :(,0
bonequinha :( https://t.co/KFP6bicjln,0
@OvejaSinParar Oveja reponde mis mensajes ps :(,0
Tô quase acabando My shy Boss tô triste e apegada aos personagens :( I vote for @BTS_twt for the #BTSBBMAs Top Social Artist Award,0
Eu queria tanto o show do ed :( https://t.co/L6Z32Xhqpz,0
@Prisvteen_ que cute :(,0
@DameMahomie @totosalvio8 vou é levar block :(,0
"nao quis me pegar no rolerais :( — se for quem eu tô pensando, tu deveria ter insistid... https://t.co/U5PKPzieqa",0
@screamrx sério mesmo lari? :( ahh eu tento aproveitar mesmo às vezes sendo algo forçado,0
"a bad ta voltando, cu :(",0
@basiliom_ Tb tô!! :(,0
scomiche is _______ — não sei o que é :( https://t.co/SY6kMyDd81,0
casa comigo por favor? quero te dar todo o amor do ... — quem é?:(  https://t.co/xhNFhko1HD,0
@Raphalyssa Mas não sou assinante :(,0
@taisjoa Não consigo :(,0
quando eu tô com a camila o tempo passa tão rápido e nunca é o suficiente :(,0
"@Lauanakauane você n me ama mais, :(",0
@alex2001_surf o teu também :(,0
@ourcherrylips nem é :(,0
@LaurianeLivi @Andr3izes não vi ainda :(,0
"Oned perdendo por quase quinze milhões :( 
#VideoLove One Direction",0
aparentemente eu vou ter que formatar meu cartão de memória :(,0
"Obrigado férias, obrigado cama. A partir de amanhã volto a minha rotina de acordar as 8:00 da madruga :(",0
q merda meu :(,0
"@rottingblood pô, eu achei bem meia boca :(",0
quero andar de moto :(,0
Adianta nada as camisas serem bonitas se em mim vão ficar feias :(,0
"@armymada @BTS_twt eu estudo integral e chego bem tarde em casa, fico com pouco tempo :( I vote for @BTS_twt for th… https://t.co/mXxgrTl62e",0
Spoilers do crl! Já me estragaram a série :( https://t.co/PdOjLIC4TT,0
@pedorc Queria tanto :(,0
"@Letaef_ Sim, me ajuda :(",0
@1DUpdateBRA Poxa praticamente o mundo inteiro vai ter show dele :(,0
feriado bem legal :(,0
"Esse filme :(
https://t.co/drJjFLGVFv",0
@jawregyours Voltar no tempo :( preciso com certar umas burradas,0
"meu deus, mataram um adolescente na universidade que meu primo estuda, com facadas, credo :(",0
Acordei agora :(,0
gnt a mãe desse bbzinho pisou nele assim q ele nasceu e o coitado não podia levantar :( https://t.co/uFegaENOcC,0
@doyesus :( brigada de vdd,0
a época já está a acabar :(,0
Esqueci q estava com os pontos dei mó porradão :(,0
Nem acredito que já sei foi o fds e o feriado :(,0
@julianolaham Fiquei super com pena da sula :( aaah e gosto da nanda também tá difícil kkk julianoooo,0
"gente eu quero que o natal chegue logo :-(
estamos no dia primeiro de maio",0
@edesirege @igorcavalxri @miIasdesire @butdesire @beccavalari a gente podia ir call algum dia ne ? :( ❤,0
@Anna_Grazie vixe nem sabia disso :(,0
nao acho o CD do The Sims 3 :( vou ter que baixar pela Internet,0
Amanhã volta tudo ao normal ... :(,0
@juzao é isso mesmo :(,0
Só queria agr o numero 7 do loucos por bacon com uma coca geladíssima e cebola extra :(,0
@mendesdochao espera até amanhã pra votar os 100 ou cria outra conta amor :(,0
@licasvueira eu perdi minha foto dessa a minha beca era verde água :(,0
"odeio ser inútil, mas também não sinto ânimo para qualquer coisa :(",0
@falandoemBBBS tô vendo que o final vai ser totalmente igual a outra tb :(,0
@xashagrei e eu fico triste de me apaixonar por maloqueiras que nunca vao querer um cara certinho como eu. :(,0
"eu até queria gostar de Harry Potter, mas realmente n tem como, eu n gosto msm :-(",0
És feio — :( https://t.co/z2oKzqSzKt,0
@luuan__ Você assiste? Que novelaço! Não consigo ver todos os dias :(,0
Minha bebé :( Amo-te muito https://t.co/46I13ML77C,0
"Aaaaaah, que vontade de voltar no tempo :(",0
Tadinha da democracia. :( https://t.co/l9Ad7lF6Sx,0
"@nturgurl @_imsavagebby_ nem eu, :(",0
lutando muito para ter unhas tão perfeitas quanto a dele :-( https://t.co/F2HRDYT1E5,0
@luana_nantet também queria voltar :(,0
"@Tobi_De_Favela @SasUxirra Quem dera se eu tivesse PC,editor foda é ser YouTuber :(",0
@alicevlopes Podemos ser amigas? :(,0
@yasminsmoreira nem vou :(,0
"se quer cinema, eu sou par perfeito.. quer curtir balada, já tem seu parceiro... ou ficar em casa amando o dia inteiro... :(",0
to tristinha :(,0
bar :( : 6fc3a081-7038-48fa-9095-9c145d938c17,0
Hoje na gincana bateu uma saudade do Divo... Sério :(,0
"@lucascete eu assisti um hoje dublado, mas é de cinema :(",0
"@jenyferosampaio e serio jenyzinha, to c furunculo :(",0
Hoje faz 9 anos que minha avó faleceu e aqui nessa casa tem muita lembrança dela :(,0
cheguei de coroa :(,0
eu sou muito burra mano :( eu to chorando olha essa nota velho uma semana longe de tudo estudando nao consegui nota… https://t.co/79bAmWbdP9,0
"Quero voltar pro dia 19 e 20 de Março :(

I voted for @BTS_twt on #BBMAs Top Social Artist Award #BTSBBAMs",0
queria você aqui comigo :(,0
Ela tá doente :(,0
@pqpbaluisa tb iaaa :(,0
@shebadgal hj eu sonhei q a kelvea tinha me falado q a coordenação ia me transferir na próxima semana :( meu sonho,0
@eyesminah quero de volta :(,0
@diogobrioso nem eu :(,0
eu sobre ir para faculdade amanhã :( https://t.co/vcm2Y0f7Os,0
Os olhinhos :( https://t.co/hL7ptHkeo6,0
@aaanicio ah me desculpa então :(,0
@Favarous Nossa!! A notícia do geólogo né??? Muito triste!!!! O curso todo deve ter ficado abalado né :( fiquei mal também,0
ja to morrendo de saudade do meu nene :( https://t.co/5R7cRH4BQn,0
@amalrilio Agr já vim :(,0
@whoismatth mas as fotos tiradas lá nunca da pra postar no feed :(,0
e nem consegui comprar a mochila q eu queria :(,0
Ah tao poucos jogos para apostar credo :(,0
"@JordaanaAlmeida sdds macaca, troublemaker é hino d++++ :(",0
@saintmariIyn ela é um anjo real :( num sei pq mas eu não gosto da valentina aaa eu queria gostar mas ela parece um… https://t.co/j05vdo22yK,0
Eu preciso de músicas novas se não vou entrar em depressão :(,0
@meioconto desculpa  lá muito :(,0
@maisasilva eu também to tossindo muito :(,0
jimin você é um anjo :(,0
"N acredito que isso aconteceu com ela, ela tinha acabado de comprar :(",0
@carolinamunhoz Encontrei os do Raphael também vive aparecendo :(,0
Eu sinto muita falta do lu :(,0
@nanafterss saudades maninha quentinha :(,0
@pq_megan Q saudase se vcssssss aaaaaaaaaa.. queria morar em jardim de novo :(,0
@nanafterss perdão morar nove horas longe de você :(,0
Eu sofro disso ksjdksks :( https://t.co/HYLfmMrNkc,0
Amanhã tenho teste de física :(,0
"@to_loka entrei na terceira semana hoje. tá dando pra levar, mas o psicológico fica abalado pra caralho :(",0
"Que tristeza ter que me desgrudar dos meus nenês, já tô com saudade :(",0
@JiHo57797224 Ai é o problema pq eu sou péssimo pra pensar :(,0
Tô me sentindo a pessoa mais sozinha do mundo. Que sentimento ruim :(,0
queria :( https://t.co/QymtJHqFal,0
Não tem filtrado na @StarbucksBrasil :( #chateado,0
que saudade :(,0
@pqpraquel se eu n tivesse totalmente quebradissima lascada doída eu ia mesmo :(,0
@BRKsSapeca To a tarde toda com esse problema :(,0
Acabou tudo meus fumo bom :(,0
dava até vontade de chorar quando eu olhava pra ela pq ela lembra muito ele :(,0
4 dias de feriado 4 diad em casa :(,0
que saudade disso :( https://t.co/Xhfau807gy,0
@anastern Haha meu áudio tá ruim :(,0
Meu filho ta com cara de cansado de novo :( https://t.co/nXWjH2LLOs,0
Acabei Bates Motel...tá doendo :(,0
"@gnrrlife1 de pequenino é que se torce o pepino, a tua mãe a tentar evitar o inevitável :(",0
Quem tá no poder só se preocupa com números imediatos :(,0
bicho meu amor por esse homem é enorme :( https://t.co/ko6IznXatr,0
@itsdatandre mete baixo :(,0
Pena que meu baby tá de trabalho hoje e sábado :(,0
@pohlucca Eh triste a pessoa ser um amor c vc e vc cagar :(,0
"@Azushy pois é não compensa mais :(
até criei uma conta br pra comprar coisas e assinar a plus, mas continuo usando a americana pra jogar",0
Queria um pastel :(,0
"@Qmfalou Nossaaaaa nem me fale, eu tô a semana inteira desejando :( da pra acreditar q a meses atrás eu não gostava disso? Kkkk",0
@giovxnns ah essa eu n vi :(,0
bar :-( : 1d711550-b89a-47fc-88ec-30a006225e95,0
Hoje faz um mes q eu fui na pwt ♥ :( #BieberBBMAs,0
"como que rala amanha , dps de 4 dias so de boa :(",0
@Antonio_qg Até o rocha tá fechado :(,0
"@VHVitorino sim.... me dá até um negócio esse papo de meritocracia, msm sendo pro futebol uhauha acho bem capaz de ser assim no geral msm :(",0
"Volta pra penha, o quintal sem você fica vazio — ahhh q amor, queria voltar mesmo :( https://t.co/oPQRQBU1qI",0
to muito triste :(,0
Não sei o que se passa tá toda a gente a acabar os ... — e eu solteiro :(  https://t.co/5Zpv0iqdjq,0
aaaa :( bebê https://t.co/bYQPZYXIbJ,0
@mylecr Menina muitoooo. E eu tava tão atrasada :(,0
"@me_beeshop Exatamente por isso, pra tentar tomar menos hate :( ele é um cara sensível, tlgd, já se desculpou 1k de… https://t.co/eBcsqcU4gJ",0
@BarbaraSalimo tadinha de emo :( melhoras pra vc! E nem veio pegar as trufas,0
Não quero voltar pro Cantagalo :(,0
todas entregues &lt;3 infelizmente ficou uma sem ganhar :( mas teremos mais dms! &gt;&lt; all the love! /duda,0
"Feria, feria, feria, feria :(",0
mds que fucking vontade de furar o nariz :(,0
Porra tô mto enjoada desde 5 da manhã :(,0
@joohetuan eu n sei cantar certo :(,0
@letricetti_ @rafadosanjos12 aaaaaaaaah mas venhammmmm :(,0
@_EdFerrari Com os dois sim mas por dois não :(,0
@wkpbitchzz eu não sabia &lt;/3 pq??? :(,0
"salvador kfkd queria, mas eu gosto daqui até :( https://t.co/kppqvLlv6c",0
Miminhos pls :(,0
@BeatrizCianci1 Acho que é o único que conheço kkkkk :(,0
"@NasagasaTWT N GOSTO DELA, ela só lhe faz mal :(",0
Que saudade de sexo :(,0
passei o feriado inteiro fazendo trabalho e ainda não terminei nem a metade :(,0
"@wtv_idontcare isso não é justo, leva-me contigo :(",0
Que sdd q eu tô da Alyssa :(,0
@twittess Eu também! Quase nem posto :(,0
"Papai e mamãe foram embora, já tô triste de novo :(",0
@Rhenyara Eita :( vai p onde?,0
eu chego na hora que ela para :(,0
"Terminou? E tu n explicou na dm até hj :( — Bom, não tava namorando.. é quase isso https://t.co/oizaXOw5vW",0
Acabou na décima :( podia ter mais 10 https://t.co/qiJ6qVPfHd,0
